Year,Economy,EconomyCode,Region,IncomeGroup,What is the legal age of marriage for girls?,Legal Bases,Are there any exceptions to the legal age of marriage?,Legal Bases,Is marriage under the legal age void or explicitly prohibited?,Legal Bases,Are there penalties for authorizing or entering into child or early marriage?,Legal Bases,Does the legislation establish clear criminal penalties for domestic violence?,Legal Bases,Is there a specialized court or procedure for cases of domestic violence?,Legal Bases,Can a woman obtain a national identity card in the same way as a married man? ,Legal Bases,Is customary law a valid source of law under the constitution?,Legal Bases,"If customary law is a valid source of law under the constitution, is it considered invalid if it violates constitutional provisions on nondiscrimination or equality?",Legal Bases
2020,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,18,"Marriage Act, 1961, Sec. 24(1); Children's Act 38 of 2005, Sec. 17",Yes,"Marriage Amendment Act, 1981, Sec. 2(26)(1); Children's Act 38 of 2005, Sec. 18(3)(c)(i)",No,No applicable provisions could be located,Yes,"Marriage Act, 1961, Secs. 11(2) and 35",Yes,"Domestic Violence Act of 1998, Secs. 3 and 4(2)(b); Criminal Procedure Act 51 of 1977, Sec. 40(q)",Yes,"Domestic Violence Act, 1998, Secs. 4-5 and 11-12",Yes,"Identification Act, Arts. 3 and 15",Yes,"Constitution of the Republic of South Africa, Art. 39",Yes,"Constitution of the Republic of South Africa, Arts. 2 and 39(3)"
2020,South Sudan,SSD,Sub-Saharan Africa,Low income,18,"Child Act, Secs. 5 and 23(1); Transitional Constitution of the Republic of South Sudan, Art. 17(4)",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Child Act, Sec. 30",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,ID card application procedures ,Yes,"Transitional Constitution of the Republic of South Sudan, 2011, Art. 5",Yes,"Transitional Constitution of the Republic of South Sudan, 2011, Arts. 5 and 14"
2020,Spain,ESP,High income: OECD,High income,18,"Código Civil, Arts. 46(1) y 315",Yes,"Código Civil, Arts. 46(1), 314 y 317",Yes,"Código Civil, Arts. 46(1) y 73(2)",Yes,"Código Penal, Arts. 218 y 219",Yes,"Ley Orgánica 1/2004 de Medidas de Protección Integral contra la Violencia de Género, Título IV; Código Penal, Arts. 173(2)-(4) y 177",Yes,"Ley Orgánica 6/1985, de 1 de julio, del Poder Judicial, Arts. 87 bis y 87 ter; Ley de Enjuiciamiento Criminal, Arts. 14(5) y 544 ter",Yes,"Real Decreto 1553/2005, Arts. 2, 5 y 11; ID card application procedures",No,Constitución Española,N/A,
2020,Sri Lanka,LKA,South Asia,Lower middle income,18,"Marriage Registration Ordinance, Sec. 15; Gunaratnam vs. Registra General",Yes,"Marriage Registration Ordinance, Sec. 22",Yes,"Marriage Registration Ordinance, Secs. 31 and 60",Yes,"Marriage Registration Ordinance, Secs. 31 and 60",Yes,"Prevention of Domestic Violence Act, No. 34 of 2005, Sec. 23; Penal Code, Ch. XVI",Yes,"Prevention of Domestic Violence Act, No. 34 of 2005, Secs. 5-6, 11-12",Yes,"Registration of Persons Act No. 32 of 1968, Arts. 2 and 14; ID card application procedures",Yes,"Constitution of the Democratic Socialist Republic of Sri Lanka, Art. 16",No,"Constitution of Democratic Socialist Republic of Sri Lanka, Art. 16"
2020,St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,18,"Marriage Act, Sec. 36",Yes,"Marriage Act, Sec. 28(2)(3), 36 and Second Schedule",Yes,"Marriage Act, sect. 28(2)-(3)",Yes,"Marriage Act, Sec. 60",Yes,"Domestic Violence Act, Sec. 35(1)",Yes,"Domestic Violence Act, Sec. 2, 36-39 and Part II",Yes,Voter registration brochure ,No,The Constitution of Saint Christopher and Nevis,N/A,
2020,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,18,"Civil Code, Arts. 85 and 213",Yes,"Civil Code, Arts. 81, 85 and 89",Yes,"Civil Code, Art. 81",Yes,"Criminal Code, Sec. 184",Yes,"Domestic Violence (Summary Proceedings) Act, Sec. 24",Yes,"Domestic Violence (Summary Proceedings) Act, Secs. 2, 18-21 and 26-27",Yes,ID card application procedures ; ID card application form,No,Constitution of Saint Lucia,N/A,
2020,St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,18,"Marriage Act, Sec. 25(1)",Yes,"Marriage Act, Secs. 4(1) and 25(2)-(3)",Yes,"Marriage Act, Sec. 4(1)",Yes,"Marriage Act, Sec. 50",Yes,"Domestic Violence Act, 2015, Secs. 25 and 37",Yes,"Domestic Violence Act, 2015, Secs. 2 and 26-33",Yes,ID card application procedures ,No,Constitution of Saint Vincent and the Grenadines,N/A,
2020,Sudan,SDN,Sub-Saharan Africa,Low income,..,No applicable provisions could be located,Yes,"Code of Muslim Personal Law 1991, Art. 40",No,No applicable provisions could be located,No,No applicable provisions could be lcoated,No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Civil Registration Act, Art. 27; ID card application form ",No,"Interim National Constitution of the Republic of the Sudan, 2005",N/A,
2020,Suriname,SUR,Latin America & Caribbean,Upper middle income,18,"Civil Code, Arts. 82 and 88-90",Yes,"Civil Code, Arts. 82 and 88-90",Yes,"Civil Code, Art. 142",Yes,"Criminal Code, Art. 442(2)",Yes,"Act Combating Domestic Violence, Art. 1(l) and (q)",Yes,"Act Combating Domestic Violence, Ch. 3",Yes,"ID card application procedures; Identity Act, Art. 2",No,Constitution of the Republic of Suriname,N/A,
2020,Sweden,SWE,High income: OECD,High income,18,"Marriage Code (1987: 230), Ch. 2, Sec. 1",No,No applicable provisions could be located,Yes,"Marriage Code (1987: 230), Ch. 2, Sec. 1",No,No applicable provisions could be located ,Yes,"Penal Code (1962:700), Ch. 4, Sec. 4a",Yes,"Restraining Order Act (1988: 688), Secs. 14-22",Yes,"ID card application procedures; Law on Identity Cards, Art. 1",No,Constitution of Sweden,N/A,
2020,Switzerland,CHE,High income: OECD,High income,18,"Swiss Civil Code, Art. 94",No,No applicable provisions could be located,Yes,"Swiss Civil Code, Arts. 104 and 105(6)",No,No applicable provisions could be located,Yes,"Swiss Criminal Code, Arts. 123, 126 and 180",Yes,"Violence Protection Act (GSG, LS 351), Secs. 8-12",Yes,"Loi sur les Documents d'Identité, Arts. 1 et 2; Ordonnance du DFJP sur les Documents d'Identité des Ressortissants Suisses",No,Federal Constitution of the Swiss Confederation,N/A,
2020,Syrian Arab Republic,SYR,Middle East & North Africa,Low income,..,"Personal Status Code and its amendments, Arts. 16 and 20",Yes ,"Personal Status Code and its amendments, Art. 18 ",No,No applicable provisions could be located,No,No applicable provisions could be located,No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"ID Card Law, Art. 1",No, Constitution of the Syrian Arab Republic 2012,N/A,
2020,"Taiwan, China",TWN,East Asia & Pacific,High income,20,"Civil Code, Art. 12",Yes,"Civil Code, Arts. 980, 981, 1086 and 1098",No,No applicable provisions could be located,No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Domestic Violence Prevention Act, Ch. II and III",Yes,ID card application procedures ,No,Constitution of the Republic of China (Taiwan),N/A,
2020,Tajikistan,TJK,Europe & Central Asia,Low income,18,"Family Code, Art. 13(1)",Yes,"Family Code, Art. 13(2)",Yes,"Family Code, Art. 29",Yes,"Criminal Code, Arts. 168 and 169",No,No applicable provisions could be located,Yes,"Law on the Prevention of Domestic Violence, Art. 21",Yes,"Law on Identity Documents, Arts. 6(2) and 13",No,Constitution of Tajikistan,N/A,
2020,Tanzania,TZA,Sub-Saharan Africa,Lower middle income,18,"The Law of Marriage Act, Secs. 13(1) and 17",Yes,"The Law of Marriage Act, Secs. 13(2) and 17",Yes,"The Law of Marriage Act, Secs. 38(1)(a) and 39(c)",Yes,"The Law of Marriage Act, Sec. 155(1)(a); The Written Laws (Miscellaneous Amendments) (No. 2) Act, Sec. 22",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Registration and Identification of Persons Act 1986, as amended, Art. 7",No,Constitution of the United Republic of Tanzania,N/A,
2020,Thailand,THA,East Asia & Pacific,Upper middle income,20,"Civil and Commercial Code, Secs. 19 and 1436",Yes,"Civil and Commercial Code, Secs. 1448 and 1454",Yes,"Civil and Commercial Code, Secs. 1503 and 1504",No,No applicable provisions could be located,Yes,"Domestic Violence Victim Protection Act B.E. 2550, Sec. 4",Yes,"Domestic Violence Victim Protection Act B.E.2550, Secs. 11-12, 15 and 16; Juvenile and Family Court and Juvenile and Family Case Procedure Act B.E. 2553, Secs. 172-176",Yes,"National Identification Card Act, Art. 5; ID card application procedures and form",No,Constitution of the Kingdom of Thailand 2017,N/A,
2020,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,17,"Civil Code, Arts. 118 and 1500(1)",Yes,"Civil Code, Arts. 1490(a), 1493(a) and 1500",Yes,"Civil Code, Arts. 1490(a), 1493(a) and 1519(a)",No,No applicable provisions could be located,Yes,"Domestic Violence, Art. 35; Criminal Code, Arts. 52(2)(l), 154 and 173(a)",No,No applicable provisions could be located,Yes,"Decree-Law No. 2/2004 on Civil Identification, Arts. 6, 18 and 19 ",Yes,"Constitution of the Democratic Republic of Timor-Leste, Art. 2",Yes,"Constitution of the Democratic Republic of Timor-Leste, Art. 2"
2020,Togo,TGO,Sub-Saharan Africa,Low income,18,"Code de l'Enfant de 2007, Art. 267; Code des Personnes et de la Famille de 2012, Art. 43",Yes,"Code de l'Enfant de 2007, Art. 267; Code des Personnes et de la Famille de 2012, Art. 43",No,No applicable provisions could be located,Yes,"Code de l'Enfant de 2007, Art. 273",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,ID card application procedures; Le Guide Juridique du Citoyen,Yes,"Constitution de la IVe République, Art. 84",Yes,"Constitution de la IVe République, Art. 84 "
2020,Tonga,TON,East Asia & Pacific,Upper middle income,18,"Births, Deaths and Marriages Registration Act, Sec. 6",Yes,"Births, Deaths and Marriages Registration Act, Sec. 6",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Family Protection Act 2013, Secs. 28(2) and 29",Yes,"Family Protection Act 2013, Secs. 18-19, 30-31 and 39-40",Yes,"National Identity Card Act, Sec. 7",No,Constitution of Tonga,N/A,
2020,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,18,"Miscellaneous Provisions (Marriage) Act, 2017, art. 3(e)",No,No applicable provisions can be located,Yes,"Miscellaneous Provisions (Marriage) Act, 2017, art. 3(l)",Yes,"Miscellaneous Provisions (Marriage) Act, 2017, art. 3(m)",Yes,"Domestic Violence Act, Sect. 25",Yes,"Domestic Violence Act, Parts II-III",Yes,Obtaining a National Identification Card ,No,Constitution of the Republic of Trinidad and Tobago,N/A,
2020,Tunisia,TUN,Middle East & North Africa,Lower middle income,18,"Code du Statut Personnel, Art. 5",Yes,"Code du Statut Personnel, Arts. 5 et 6",Yes,"Code du Statut Personnel, Art. 21",No,No applicable provisions could be located,Yes,"Loi organique No. 2017-58 du 11 août 2017, relative à lélimination de la violence à légard des femmes, Art. 15 (Art. 218)",Yes,"Loi organique No. 2017-58 du 11 août 2017, relative à lélimination de la violence à légard des femmes, Ch. IV",No,"Loi No. 93-27 du 22 Mars 1993, Relative à la Carte Nationale d'Identité, Art. 2; Décret n°93-717 du 13/04/1993 relatif à la fixation des normes matérielles et techniques de la carte d'identité nationale et les documents requis pour son acquisition ou son changement, Art. 1(a)(3)",No,Constitution de la République Tunisienne,N/A,
2020,Turkey,TUR,Europe & Central Asia,Upper middle income,18,"Civil Code, Arts. 11 and 126",Yes,"Civil Code, Arts. 12 and 124",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Penal Code, Arts. 82(1)(d), 86(3)(a), 96(2)(b) and 102(2)",Yes,"Law to Protect Family and Prevent Violence Against Women, Arts. 4-5, 8-9 and 20(1)",Yes,"Population Services Law, Art. 11; ID card application procedures",No,Constitution of the Republic of Turkey,N/A,
2020,Uganda,UGA,Sub-Saharan Africa,Low income,21,"The Constitution of the Republic of Uganda 1995, Art. 31; Marriage Act 1904, Sec. 17",Yes,"Marriage Act 1904, Secs. 17-19; Constitution of the Republic of Uganda 1995, Art. 31(1)",No,No applicable provisions could be located,Yes,"Marriage Act 1904, Sec. 45",Yes,"Domestic Violence Act 2010, Sec. 4",Yes,"Domestic Violence Act 2010, Secs. 6, 9 and 17",Yes,"ID card application procedures; The Registration of Persons Act, 2015, Arts. 68, 69 and schedule 3",Yes,"Constitution of the Republic of Uganda 1995, Art. 2",Yes,"Constitution of the Republic of Uganda 1995, Arts. 2 and 33(6)"
2020,Ukraine,UKR,Europe & Central Asia,Lower middle income,18,"Family Code, Art. 22(1)",Yes,"Family Code, Art. 23 (2)",Yes,"Family Code, Arts. 38 and 41(4)",No,No applicable provisions could be located,Yes,"Criminal Code, Art. 126-1",Yes,"Law on Prevention and Counteraction to Domestic Violence, Arts. 25-26; Civil Procedure Code, Arts. 350.1-8",Yes,"Resolution CM No. 302 of  March 25, 2015, Annex 1; ID card application procedures",No,Constitution of Ukraine,N/A,
2020,United Arab Emirates,ARE,Middle East & North Africa,High income,..,"Personal Status Law, Art. 39",Yes,"Personal Status Law, Art. 30(2)",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Federal Domestic Violence Law, Art. 9",Yes,"Federal Domestic Violence Law, Art. 7",Yes,"Federal Law No. 9/2006, Arts. 4 and 9",No,Constitution of the United Arab Emirates,N/A,
2020,United Kingdom,GBR,High income: OECD,High income,18,"Marriage Act 1949, Sec. 3; Family Law Reform Act 1969, Sec. 2",Yes,"Marriage Act 1949, Secs. 2 and 3(1)",Yes,"Marriage Act 1949, Sec. 2",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Family Law Act 1996, Sec. 57",N/A,No applicable provisions could be located ,..,No Constitution,N/A,
2020,United States,USA,High income: OECD,High income,18,"Domestic Relations Law, Sec. 7",Yes,"Domestic Relations Law, Sec. 15(3)",Yes,"Domestic Relations Law, Sec. 7 ",Yes,"Domestic Relations Act, Secs. 15-a and 22",Yes,"Violence Against Women Act of 1994, Sub. B, Ch. Sec. 221; N.Y. Soc. Services Law, Art. 6-A, Sec. 459-a",Yes,"New York Criminal Procedure Law, Sec. 530.12; Integrated Domestic Violence Courts",N/A,No applicable provisions could be located ,No,United States Constitution,N/A,
2020,Uruguay,URY,Latin America & Caribbean,High income,18,"Código Civil, Arts. 106 y 109",Yes,"Código Civil, Arts. 106-110; Ley No. 19.075, Art. 26",Yes,"Código Civil, Arts. 91, 200 y 204",Yes,"Código Civil, Arts. 115 y 204; Código Penal, Art. 162",Yes,"Código Penal, Art. 321 bis",Yes,"Ley No. 17.514 de Violencia Doméstica, Cap. II y VI; Ley No. 17.707, Art. 1",Yes,ID card application procedures ,No,Constitución de la República Oriental del Uruguay,N/A,
2020,Uzbekistan,UZB,Europe & Central Asia,Lower middle income,18,"Family Code, Art. 15(1)",Yes,"Family Code, Art. 15(2)",Yes,"Family Code, Art. 49",Yes,"Code of Administrative Liability, Art. 47-3; Criminal Code, Art. 125-1",No,No applicable provisions could be located,No,No applicable provisions could be located,N/A,No applicable provisions could be located,No,Constitution of Uzbekistan,N/A,
2020,Vanuatu,VUT,East Asia & Pacific,Lower middle income,21,"Control of Marriage Act, Sec. 3",Yes,"Control of Marriage Act, Secs. 2 and 3",No,No applicable provisions could be located,Yes,"Control of Marriage Act, Sec. 7(1)",Yes,"Family Protection Act 2008, Sec. 10",Yes,"Family Protection Act 2008, Part. 5",N/A,No applicable provisions could be located ,Yes,"Constitution of the Republic of Vanuatu, Art. 95(3)",No,"Constitution of the Republic of Vanuatu, Art. 95"
2020,"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,18,"Código Civil, Arts. 18 y 59",Yes,"Código Civil, Arts. 46 y 59-65; Sentencia No. 1353 de la Sala Constitucional del Tribunal Supremo de Justicia del 16 de octubre de 2014",No,No applicable provisions could be located,Yes,"Código Civil, Art. 133",Yes,"Ley Orgánica sobre el Derecho de las Mujeres a una Vida Libre de Violencia, Arts. 39, 42, 43 y 50",Yes,"Ley Orgánica sobre el Derecho de las Mujeres a una Vida Libre de Violencia, Arts. 94-104",Yes,"Decreto No. 1412, Arts. 6, 16 y 17; ID card application procedures",No,Constitución de la República Bolivariana de Venezuela,N/A,
2020,Vietnam,VNM,East Asia & Pacific,Lower middle income,18,"Law on Marriage and Family, Art. 8(1)(a)",No,No applicable provisions could be located,Yes,"Law on Marriage and Family, Art. 5(2)(b); Law on Domestic Violence Prevention and Control, Art. 2(1)(f)",Yes,"Decree 110/2013, Art. 47; Penal Code, Arts. 148 and 149",Yes,"Law on Domestic Violence Prevention and Control, Art. 19(1)(c) and (3); Penal Code, Arts. 134(1)(g) and 185",Yes,"Law on Domestic Violence Prevention and Control, Arts. 20-22 and 25",Yes,"Decree No. 5/1999/ND-CP on the People's Identity Card, Art. 3; ID card application procedures",No,"Constitution of the Socialist Republic of Vietnam, 2013",N/A,
2020,West Bank and Gaza,WBG,Middle East & North Africa,Lower middle income,..,"Law on Amending the Legal Age of Marriage in Personal Status Law in the State of Palestine, Art. 2(1)(2); Personal Status Code of 1976, Art. 6",Yes,"Law on Amending the Legal Age of Marriage in Personal Status Law in the State of Palestine, Art. 2(2); Personal Status Code of 1976, Art. 6",Yes,"Personal Status Law, Arts. 34(1) and 5",No,No applicable provisions could be located,No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Civil Status Law No. 2 of 1999, Art. 43; ID card application form ",No,Basic Law,N/A,
2020,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,..,"Personal Status Law Amendment, Art. 15",Yes,"Personal Status Law Amendment,  Art. 15",No,No applicable provisions could be located,No,No applicable provisions could be located,No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Law No. 23 of 1991 on Civil Status and Civil Registration, Art. 49; ID card application procedures",No,"Constitution of the Republic of Yemen, 2001",N/A,
2020,Zambia,ZMB,Sub-Saharan Africa,Lower middle income,21,"Marriage Act, Sec. 17",Yes,"Marriage Act, Secs. 17 and 33",Yes,"Marriage Act, Sec. 33; Matrimonial Causes Act, Sec. 27(1)(a)(ii)",Yes,"Marriage Act, Sec. 42",Yes,"The Anti-Gender-Based Violence Act, 2010, Sec. 2(1)",Yes,"The Anti-Gender-Based Violence Act, 2010, Sec. 11",Yes,"National Registration Act, Art. 5",Yes,"Constitution of Zambia (Amendment) Act 2016, Art. 1",No,"Constitution of Zambia (Amendment) Act 2016, Art. 1; Constitution of Zambia, as amended, Art. 23(4)"
2020,Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,18,"Constitution of Zimbabwe, Secs. 26(b), 78 and 81; Marriage Act [Chapter 5:11], Sec. 20",No,"Mudzuru & Another v Ministry of Justice, Legal & Parliamentary Affairs (N.O.) & Others (Const. Application No. 79/14, CC 12-15); Constitution of Zimbabwe, Secs. 26(b), 78 and 81",Yes,No applicable provisions could be located,Yes,"Marriage Act [Chapter 5:11] , Sec. 35 ; Criminal Law (Codification and Reform) Act [Chapter 9:23], Sec. 94(b)(c)",Yes,"Domestic Violence Act [Chapter 5:16], Sec. 4(1)",Yes,"Domestic Violence Act [Chapter 5:16], Parts III, IV and Sec. 18",Yes,ID card application procedures ,Yes,"Constitution of Zimbabwe, Arts. 162 and 280",Yes,"Constitution of Zimbabwe, Art. 2(1)"
,,,,,,,,,,,,,,,,,,,,,,
